[17-Oct-2014 23:11:45 America/New_York] PHP Parse error:  syntax error, unexpected 'f4b7f82db3e9bd1' (T_STRING), expecting ']' in /var/www/drupal_7/modules/php/php.module(80) : eval()'d code on line 1
[03-Nov-2014 19:35:53 America/New_York] PHP  12. system_block_view() /var/www/drupal_7/includes/module.inc:866
[03-Nov-2014 19:35:53 America/New_York] PHP  13. menu_get_active_help() /var/www/drupal_7/modules/system/system.module:2088
[03-Nov-2014 19:35:53 America/New_York] PHP  14. menu_tab_root_path() /var/www/drupal_7/includes/menu.inc:1710
[03-Nov-2014 19:35:53 America/New_York] PHP  15. menu_local_tasks() /var/www/drupal_7/includes/menu.inc:2254
[03-Nov-2014 19:35:53 America/New_York] PHP  16. menu_get_item() /var/www/drupal_7/includes/menu.inc:1919
[03-Nov-2014 19:35:53 America/New_York] PHP  17. _menu_translate() /var/www/drupal_7/includes/menu.inc:472
[03-Nov-2014 19:35:53 America/New_York] PHP  18. _menu_check_access() /var/www/drupal_7/includes/menu.inc:790
[03-Nov-2014 19:35:53 America/New_York] PHP  19. call_user_func_array() /var/www/drupal_7/includes/menu.inc:637
[03-Nov-2014 19:35:53 America/New_York] PHP  20. php_eval() /var/www/drupal_7/includes/menu.inc:637
[03-Nov-2014 21:25:31 America/New_York] PHP Parse error:  syntax error, unexpected 'dc96a40c7a6715' (T_STRING), expecting ']' in /var/www/drupal_7/modules/php/php.module(80) : eval()'d code on line 1
[03-Nov-2014 21:25:31 America/New_York] PHP Stack trace:
[03-Nov-2014 21:25:31 America/New_York] PHP   1. {main}() /var/www/drupal_7/index.php:0
[03-Nov-2014 21:25:31 America/New_York] PHP   2. menu_execute_active_handler() /var/www/drupal_7/index.php:21
[03-Nov-2014 21:25:31 America/New_York] PHP   3. drupal_deliver_page() /var/www/drupal_7/includes/menu.inc:532
[03-Nov-2014 21:25:31 America/New_York] PHP   4. drupal_deliver_html_page() /var/www/drupal_7/includes/common.inc:2557
[03-Nov-2014 21:25:31 America/New_York] PHP   5. drupal_render_page() /var/www/drupal_7/includes/common.inc:2669
[03-Nov-2014 21:25:31 America/New_York] PHP   6. block_page_build() /var/www/drupal_7/includes/common.inc:5747
[03-Nov-2014 21:25:31 America/New_York] PHP   7. block_get_blocks_by_region() /var/www/drupal_7/modules/block/block.module:268
[03-Nov-2014 21:25:31 America/New_York] PHP   8. block_list() /var/www/drupal_7/modules/block/block.module:318
[03-Nov-2014 21:25:31 America/New_York] PHP   9. _block_render_blocks() /var/www/drupal_7/modules/block/block.module:686
[03-Nov-2014 21:25:31 America/New_York] PHP  10. module_invoke() /var/www/drupal_7/modules/block/block.module:893
[03-Nov-2014 21:25:31 America/New_York] PHP  11. call_user_func_array() /var/www/drupal_7/includes/module.inc:866
[03-Nov-2014 21:25:31 America/New_York] PHP  12. system_block_view() /var/www/drupal_7/includes/module.inc:866
[03-Nov-2014 21:25:31 America/New_York] PHP  13. menu_get_active_help() /var/www/drupal_7/modules/system/system.module:2088
[03-Nov-2014 21:25:31 America/New_York] PHP  14. menu_tab_root_path() /var/www/drupal_7/includes/menu.inc:1710
[03-Nov-2014 21:25:31 America/New_York] PHP  15. menu_local_tasks() /var/www/drupal_7/includes/menu.inc:2254
[03-Nov-2014 21:25:31 America/New_York] PHP  16. menu_get_item() /var/www/drupal_7/includes/menu.inc:1919
[03-Nov-2014 21:25:31 America/New_York] PHP  17. _menu_translate() /var/www/drupal_7/includes/menu.inc:472
[03-Nov-2014 21:25:31 America/New_York] PHP  18. _menu_check_access() /var/www/drupal_7/includes/menu.inc:790
[03-Nov-2014 21:25:31 America/New_York] PHP  19. call_user_func_array() /var/www/drupal_7/includes/menu.inc:637
[03-Nov-2014 21:25:31 America/New_York] PHP  20. php_eval() /var/www/drupal_7/includes/menu.inc:637
[03-Nov-2014 22:06:55 America/New_York] PHP Parse error:  syntax error, unexpected 'dc96a40c7a6715' (T_STRING), expecting ']' in /var/www/drupal_7/modules/php/php.module(80) : eval()'d code on line 1
[03-Nov-2014 22:06:55 America/New_York] PHP Stack trace:
[03-Nov-2014 22:06:55 America/New_York] PHP   1. {main}() /var/www/drupal_7/index.php:0
[03-Nov-2014 22:06:55 America/New_York] PHP   2. drupal_bootstrap() /var/www/drupal_7/index.php:20
[03-Nov-2014 22:06:55 America/New_York] PHP   3. _drupal_bootstrap_full() /var/www/drupal_7/includes/bootstrap.inc:2267
[03-Nov-2014 22:06:55 America/New_York] PHP   4. menu_set_custom_theme() /var/www/drupal_7/includes/common.inc:5155
[03-Nov-2014 22:06:55 America/New_York] PHP   5. menu_get_custom_theme() /var/www/drupal_7/includes/menu.inc:1770
[03-Nov-2014 22:06:55 America/New_York] PHP   6. menu_get_item() /var/www/drupal_7/includes/menu.inc:1755
[03-Nov-2014 22:06:55 America/New_York] PHP   7. _menu_translate() /var/www/drupal_7/includes/menu.inc:472
[03-Nov-2014 22:06:55 America/New_York] PHP   8. _menu_check_access() /var/www/drupal_7/includes/menu.inc:790
[03-Nov-2014 22:06:55 America/New_York] PHP   9. call_user_func_array() /var/www/drupal_7/includes/menu.inc:637
[03-Nov-2014 22:06:55 America/New_York] PHP  10. php_eval() /var/www/drupal_7/includes/menu.inc:637
[03-Nov-2014 22:36:49 America/New_York] PHP Parse error:  syntax error, unexpected 'dc96a40c7a6715' (T_STRING), expecting ']' in /var/www/drupal_7/modules/php/php.module(80) : eval()'d code on line 1
[03-Nov-2014 22:36:49 America/New_York] PHP Stack trace:
[03-Nov-2014 22:36:49 America/New_York] PHP   1. {main}() /var/www/drupal_7/index.php:0
[03-Nov-2014 22:36:49 America/New_York] PHP   2. menu_execute_active_handler() /var/www/drupal_7/index.php:21
[03-Nov-2014 22:36:49 America/New_York] PHP   3. drupal_deliver_page() /var/www/drupal_7/includes/menu.inc:532
[03-Nov-2014 22:36:49 America/New_York] PHP   4. drupal_deliver_html_page() /var/www/drupal_7/includes/common.inc:2557
[03-Nov-2014 22:36:49 America/New_York] PHP   5. drupal_render_page() /var/www/drupal_7/includes/common.inc:2669
[03-Nov-2014 22:36:49 America/New_York] PHP   6. block_page_build() /var/www/drupal_7/includes/common.inc:5747
[03-Nov-2014 22:36:49 America/New_York] PHP   7. block_get_blocks_by_region() /var/www/drupal_7/modules/block/block.module:268
[03-Nov-2014 22:36:49 America/New_York] PHP   8. block_list() /var/www/drupal_7/modules/block/block.module:318
[03-Nov-2014 22:36:49 America/New_York] PHP   9. _block_render_blocks() /var/www/drupal_7/modules/block/block.module:686
[03-Nov-2014 22:36:49 America/New_York] PHP  10. module_invoke() /var/www/drupal_7/modules/block/block.module:893
[03-Nov-2014 22:36:49 America/New_York] PHP  11. call_user_func_array() /var/www/drupal_7/includes/module.inc:866
[03-Nov-2014 22:36:49 America/New_York] PHP  12. system_block_view() /var/www/drupal_7/includes/module.inc:866
[03-Nov-2014 22:36:49 America/New_York] PHP  13. menu_get_active_help() /var/www/drupal_7/modules/system/system.module:2088
[03-Nov-2014 22:36:49 America/New_York] PHP  14. menu_tab_root_path() /var/www/drupal_7/includes/menu.inc:1710
[03-Nov-2014 22:36:49 America/New_York] PHP  15. menu_local_tasks() /var/www/drupal_7/includes/menu.inc:2254
[03-Nov-2014 22:36:49 America/New_York] PHP  16. menu_get_item() /var/www/drupal_7/includes/menu.inc:1919
[03-Nov-2014 22:36:49 America/New_York] PHP  17. _menu_translate() /var/www/drupal_7/includes/menu.inc:472
[03-Nov-2014 22:36:49 America/New_York] PHP  18. _menu_check_access() /var/www/drupal_7/includes/menu.inc:790
[03-Nov-2014 22:36:49 America/New_York] PHP  19. call_user_func_array() /var/www/drupal_7/includes/menu.inc:637
[03-Nov-2014 22:36:49 America/New_York] PHP  20. php_eval() /var/www/drupal_7/includes/menu.inc:637
[04-Nov-2014 03:14:03 America/New_York] PHP Parse error:  syntax error, unexpected 'dc96a40c7a6715' (T_STRING), expecting ']' in /var/www/drupal_7/modules/php/php.module(80) : eval()'d code on line 1
[04-Nov-2014 03:14:03 America/New_York] PHP Stack trace:
[04-Nov-2014 03:14:03 America/New_York] PHP   1. {main}() /var/www/drupal_7/index.php:0
[04-Nov-2014 03:14:03 America/New_York] PHP   2. drupal_bootstrap() /var/www/drupal_7/index.php:20
[04-Nov-2014 03:14:03 America/New_York] PHP   3. _drupal_bootstrap_full() /var/www/drupal_7/includes/bootstrap.inc:2267
[04-Nov-2014 03:14:03 America/New_York] PHP   4. menu_set_custom_theme() /var/www/drupal_7/includes/common.inc:5155
[04-Nov-2014 03:14:03 America/New_York] PHP   5. menu_get_custom_theme() /var/www/drupal_7/includes/menu.inc:1770
[04-Nov-2014 03:14:03 America/New_York] PHP   6. menu_get_item() /var/www/drupal_7/includes/menu.inc:1755
[04-Nov-2014 03:14:03 America/New_York] PHP   7. _menu_translate() /var/www/drupal_7/includes/menu.inc:472
[04-Nov-2014 03:14:03 America/New_York] PHP   8. _menu_check_access() /var/www/drupal_7/includes/menu.inc:790
[04-Nov-2014 03:14:03 America/New_York] PHP   9. call_user_func_array() /var/www/drupal_7/includes/menu.inc:637
[04-Nov-2014 03:14:03 America/New_York] PHP  10. php_eval() /var/www/drupal_7/includes/menu.inc:637
[04-Nov-2014 18:39:11 America/New_York] PHP Parse error:  syntax error, unexpected 'dc96a40c7a6715' (T_STRING), expecting ']' in /var/www/drupal_7/modules/php/php.module(80) : eval()'d code on line 1
[04-Nov-2014 18:39:11 America/New_York] PHP Stack trace:
[04-Nov-2014 18:39:11 America/New_York] PHP   1. {main}() /var/www/drupal_7/index.php:0
[04-Nov-2014 18:39:11 America/New_York] PHP   2. drupal_bootstrap() /var/www/drupal_7/index.php:20
[04-Nov-2014 18:39:11 America/New_York] PHP   3. _drupal_bootstrap_full() /var/www/drupal_7/includes/bootstrap.inc:2267
[04-Nov-2014 18:39:11 America/New_York] PHP   4. menu_set_custom_theme() /var/www/drupal_7/includes/common.inc:5155
[04-Nov-2014 18:39:11 America/New_York] PHP   5. menu_get_custom_theme() /var/www/drupal_7/includes/menu.inc:1770
[04-Nov-2014 18:39:11 America/New_York] PHP   6. menu_get_item() /var/www/drupal_7/includes/menu.inc:1755
[04-Nov-2014 18:39:11 America/New_York] PHP   7. _menu_translate() /var/www/drupal_7/includes/menu.inc:472
[04-Nov-2014 18:39:11 America/New_York] PHP   8. _menu_check_access() /var/www/drupal_7/includes/menu.inc:790
[04-Nov-2014 18:39:11 America/New_York] PHP   9. call_user_func_array() /var/www/drupal_7/includes/menu.inc:637
[04-Nov-2014 18:39:11 America/New_York] PHP  10. php_eval() /var/www/drupal_7/includes/menu.inc:637
[05-Nov-2014 21:11:57 America/New_York] PHP Parse error:  syntax error, unexpected 'dc96a40c7a6715' (T_STRING), expecting ']' in /var/www/drupal_7/modules/php/php.module(80) : eval()'d code on line 1
[05-Nov-2014 21:11:57 America/New_York] PHP Stack trace:
[05-Nov-2014 21:11:57 America/New_York] PHP   1. {main}() /var/www/drupal_7/index.php:0
[05-Nov-2014 21:11:57 America/New_York] PHP   2. menu_execute_active_handler() /var/www/drupal_7/index.php:21
[05-Nov-2014 21:11:57 America/New_York] PHP   3. drupal_deliver_page() /var/www/drupal_7/includes/menu.inc:532
[05-Nov-2014 21:11:57 America/New_York] PHP   4. drupal_deliver_html_page() /var/www/drupal_7/includes/common.inc:2557
[05-Nov-2014 21:11:57 America/New_York] PHP   5. drupal_render_page() /var/www/drupal_7/includes/common.inc:2669
[05-Nov-2014 21:11:57 America/New_York] PHP   6. block_page_build() /var/www/drupal_7/includes/common.inc:5747
[05-Nov-2014 21:11:57 America/New_York] PHP   7. block_get_blocks_by_region() /var/www/drupal_7/modules/block/block.module:268
[05-Nov-2014 21:11:57 America/New_York] PHP   8. block_list() /var/www/drupal_7/modules/block/block.module:318
[05-Nov-2014 21:11:57 America/New_York] PHP   9. _block_render_blocks() /var/www/drupal_7/modules/block/block.module:686
[05-Nov-2014 21:11:57 America/New_York] PHP  10. module_invoke() /var/www/drupal_7/modules/block/block.module:893
[05-Nov-2014 21:11:57 America/New_York] PHP  11. call_user_func_array() /var/www/drupal_7/includes/module.inc:866
[05-Nov-2014 21:11:57 America/New_York] PHP  12. system_block_view() /var/www/drupal_7/includes/module.inc:866
[05-Nov-2014 21:11:57 America/New_York] PHP  13. menu_get_active_help() /var/www/drupal_7/modules/system/system.module:2088
[05-Nov-2014 21:11:57 America/New_York] PHP  14. menu_tab_root_path() /var/www/drupal_7/includes/menu.inc:1710
[05-Nov-2014 21:11:57 America/New_York] PHP  15. menu_local_tasks() /var/www/drupal_7/includes/menu.inc:2254
[05-Nov-2014 21:11:57 America/New_York] PHP  16. menu_get_item() /var/www/drupal_7/includes/menu.inc:1919
[05-Nov-2014 21:11:57 America/New_York] PHP  17. _menu_translate() /var/www/drupal_7/includes/menu.inc:472
[05-Nov-2014 21:11:57 America/New_York] PHP  18. _menu_check_access() /var/www/drupal_7/includes/menu.inc:790
[05-Nov-2014 21:11:57 America/New_York] PHP  19. call_user_func_array() /var/www/drupal_7/includes/menu.inc:637
[05-Nov-2014 21:11:57 America/New_York] PHP  20. php_eval() /var/www/drupal_7/includes/menu.inc:637
[06-Nov-2014 06:06:14 America/New_York] PHP Parse error:  syntax error, unexpected 'dc96a40c7a6715' (T_STRING), expecting ']' in /var/www/drupal_7/modules/php/php.module(80) : eval()'d code on line 1
[06-Nov-2014 06:06:14 America/New_York] PHP Stack trace:
[06-Nov-2014 06:06:14 America/New_York] PHP   1. {main}() /var/www/drupal_7/index.php:0
[06-Nov-2014 06:06:14 America/New_York] PHP   2. menu_execute_active_handler() /var/www/drupal_7/index.php:21
[06-Nov-2014 06:06:14 America/New_York] PHP   3. drupal_deliver_page() /var/www/drupal_7/includes/menu.inc:532
[06-Nov-2014 06:06:14 America/New_York] PHP   4. drupal_deliver_html_page() /var/www/drupal_7/includes/common.inc:2557
[06-Nov-2014 06:06:14 America/New_York] PHP   5. drupal_render_page() /var/www/drupal_7/includes/common.inc:2669
[06-Nov-2014 06:06:14 America/New_York] PHP   6. drupal_render() /var/www/drupal_7/includes/common.inc:5760
[06-Nov-2014 06:06:14 America/New_York] PHP   7. theme() /var/www/drupal_7/includes/common.inc:5898
[06-Nov-2014 06:06:14 America/New_York] PHP   8. template_process_page() /var/www/drupal_7/includes/theme.inc:1122
[06-Nov-2014 06:06:14 America/New_York] PHP   9. drupal_get_breadcrumb() /var/www/drupal_7/includes/theme.inc:2602
[06-Nov-2014 06:06:14 America/New_York] PHP  10. menu_get_active_breadcrumb() /var/www/drupal_7/includes/common.inc:259
[06-Nov-2014 06:06:14 America/New_York] PHP  11. menu_get_active_trail() /var/www/drupal_7/includes/menu.inc:2572
[06-Nov-2014 06:06:14 America/New_York] PHP  12. menu_set_active_trail() /var/www/drupal_7/includes/menu.inc:2554
[06-Nov-2014 06:06:14 America/New_York] PHP  13. menu_link_get_preferred() /var/www/drupal_7/includes/menu.inc:2385
[06-Nov-2014 06:06:14 America/New_York] PHP  14. menu_get_item() /var/www/drupal_7/includes/menu.inc:2476
[06-Nov-2014 06:06:14 America/New_York] PHP  15. _menu_translate() /var/www/drupal_7/includes/menu.inc:472
[06-Nov-2014 06:06:14 America/New_York] PHP  16. _menu_check_access() /var/www/drupal_7/includes/menu.inc:790
[06-Nov-2014 06:06:14 America/New_York] PHP  17. call_user_func_array() /var/www/drupal_7/includes/menu.inc:637
[06-Nov-2014 06:06:14 America/New_York] PHP  18. php_eval() /var/www/drupal_7/includes/menu.inc:637
[06-Nov-2014 11:50:29 America/New_York] PHP Parse error:  syntax error, unexpected 'dc96a40c7a6715' (T_STRING), expecting ']' in /var/www/drupal_7/modules/php/php.module(80) : eval()'d code on line 1
[06-Nov-2014 11:50:29 America/New_York] PHP Stack trace:
[06-Nov-2014 11:50:29 America/New_York] PHP   1. {main}() /var/www/drupal_7/index.php:0
[06-Nov-2014 11:50:29 America/New_York] PHP   2. drupal_bootstrap() /var/www/drupal_7/index.php:20
[06-Nov-2014 11:50:29 America/New_York] PHP   3. _drupal_bootstrap_full() /var/www/drupal_7/includes/bootstrap.inc:2267
[06-Nov-2014 11:50:29 America/New_York] PHP   4. menu_set_custom_theme() /var/www/drupal_7/includes/common.inc:5155
[06-Nov-2014 11:50:29 America/New_York] PHP   5. menu_get_custom_theme() /var/www/drupal_7/includes/menu.inc:1770
[06-Nov-2014 11:50:29 America/New_York] PHP   6. menu_get_item() /var/www/drupal_7/includes/menu.inc:1755
[06-Nov-2014 11:50:29 America/New_York] PHP   7. _menu_translate() /var/www/drupal_7/includes/menu.inc:472
[06-Nov-2014 11:50:29 America/New_York] PHP   8. _menu_check_access() /var/www/drupal_7/includes/menu.inc:790
[06-Nov-2014 11:50:29 America/New_York] PHP   9. call_user_func_array() /var/www/drupal_7/includes/menu.inc:637
[06-Nov-2014 11:50:29 America/New_York] PHP  10. php_eval() /var/www/drupal_7/includes/menu.inc:637
[06-Nov-2014 19:28:05 America/New_York] PHP Parse error:  syntax error, unexpected 'dc96a40c7a6715' (T_STRING), expecting ']' in /var/www/drupal_7/modules/php/php.module(80) : eval()'d code on line 1
[06-Nov-2014 19:28:05 America/New_York] PHP Stack trace:
[06-Nov-2014 19:28:05 America/New_York] PHP   1. {main}() /var/www/drupal_7/index.php:0
[06-Nov-2014 19:28:05 America/New_York] PHP   2. menu_execute_active_handler() /var/www/drupal_7/index.php:21
[06-Nov-2014 19:28:05 America/New_York] PHP   3. drupal_deliver_page() /var/www/drupal_7/includes/menu.inc:532
[06-Nov-2014 19:28:05 America/New_York] PHP   4. drupal_deliver_html_page() /var/www/drupal_7/includes/common.inc:2557
[06-Nov-2014 19:28:05 America/New_York] PHP   5. drupal_render_page() /var/www/drupal_7/includes/common.inc:2669
[06-Nov-2014 19:28:05 America/New_York] PHP   6. block_page_build() /var/www/drupal_7/includes/common.inc:5747
[06-Nov-2014 19:28:05 America/New_York] PHP   7. block_get_blocks_by_region() /var/www/drupal_7/modules/block/block.module:268
[06-Nov-2014 19:28:05 America/New_York] PHP   8. block_list() /var/www/drupal_7/modules/block/block.module:318
[06-Nov-2014 19:28:05 America/New_York] PHP   9. _block_render_blocks() /var/www/drupal_7/modules/block/block.module:686
[06-Nov-2014 19:28:05 America/New_York] PHP  10. module_invoke() /var/www/drupal_7/modules/block/block.module:893
[06-Nov-2014 19:28:05 America/New_York] PHP  11. call_user_func_array() /var/www/drupal_7/includes/module.inc:866
[06-Nov-2014 19:28:05 America/New_York] PHP  12. system_block_view() /var/www/drupal_7/includes/module.inc:866
[06-Nov-2014 19:28:05 America/New_York] PHP  13. menu_get_active_help() /var/www/drupal_7/modules/system/system.module:2088
[06-Nov-2014 19:28:05 America/New_York] PHP  14. menu_tab_root_path() /var/www/drupal_7/includes/menu.inc:1710
[06-Nov-2014 19:28:05 America/New_York] PHP  15. menu_local_tasks() /var/www/drupal_7/includes/menu.inc:2254
[06-Nov-2014 19:28:05 America/New_York] PHP  16. menu_get_item() /var/www/drupal_7/includes/menu.inc:1919
[06-Nov-2014 19:28:05 America/New_York] PHP  17. _menu_translate() /var/www/drupal_7/includes/menu.inc:472
[06-Nov-2014 19:28:05 America/New_York] PHP  18. _menu_check_access() /var/www/drupal_7/includes/menu.inc:790
[06-Nov-2014 19:28:05 America/New_York] PHP  19. call_user_func_array() /var/www/drupal_7/includes/menu.inc:637
[06-Nov-2014 19:28:05 America/New_York] PHP  20. php_eval() /var/www/drupal_7/includes/menu.inc:637
[08-Nov-2014 05:20:56 America/New_York] PHP Parse error:  syntax error, unexpected 'dc96a40c7a6715' (T_STRING), expecting ']' in /var/www/drupal_7/modules/php/php.module(80) : eval()'d code on line 1
[08-Nov-2014 05:20:57 America/New_York] PHP Stack trace:
[08-Nov-2014 05:20:57 America/New_York] PHP   1. {main}() /var/www/drupal_7/index.php:0
[08-Nov-2014 05:20:57 America/New_York] PHP   2. menu_execute_active_handler() /var/www/drupal_7/index.php:21
[08-Nov-2014 05:20:57 America/New_York] PHP   3. drupal_deliver_page() /var/www/drupal_7/includes/menu.inc:532
[08-Nov-2014 05:20:57 America/New_York] PHP   4. drupal_deliver_html_page() /var/www/drupal_7/includes/common.inc:2557
[08-Nov-2014 05:20:57 America/New_York] PHP   5. drupal_render_page() /var/www/drupal_7/includes/common.inc:2669
[08-Nov-2014 05:20:58 America/New_York] PHP   6. drupal_render() /var/www/drupal_7/includes/common.inc:5760
[08-Nov-2014 05:20:58 America/New_York] PHP   7. theme() /var/www/drupal_7/includes/common.inc:5898
[08-Nov-2014 05:20:58 America/New_York] PHP   8. template_process_page() /var/www/drupal_7/includes/theme.inc:1122
[08-Nov-2014 05:20:58 America/New_York] PHP   9. drupal_get_breadcrumb() /var/www/drupal_7/includes/theme.inc:2602
[08-Nov-2014 05:20:58 America/New_York] PHP  10. menu_get_active_breadcrumb() /var/www/drupal_7/includes/common.inc:259
[08-Nov-2014 05:20:58 America/New_York] PHP  11. menu_get_active_trail() /var/www/drupal_7/includes/menu.inc:2572
[08-Nov-2014 05:20:58 America/New_York] PHP  12. menu_set_active_trail() /var/www/drupal_7/includes/menu.inc:2554
[08-Nov-2014 05:20:58 America/New_York] PHP  13. menu_link_get_preferred() /var/www/drupal_7/includes/menu.inc:2385
[08-Nov-2014 05:20:58 America/New_York] PHP  14. menu_get_item() /var/www/drupal_7/includes/menu.inc:2476
[08-Nov-2014 05:20:58 America/New_York] PHP  15. _menu_translate() /var/www/drupal_7/includes/menu.inc:472
[08-Nov-2014 05:20:58 America/New_York] PHP  16. _menu_check_access() /var/www/drupal_7/includes/menu.inc:790
[08-Nov-2014 05:20:58 America/New_York] PHP  17. call_user_func_array() /var/www/drupal_7/includes/menu.inc:637
[08-Nov-2014 05:20:58 America/New_York] PHP  18. php_eval() /var/www/drupal_7/includes/menu.inc:637
[09-Nov-2014 17:36:34 America/New_York] PHP Parse error:  syntax error, unexpected 'dc96a40c7a6715' (T_STRING), expecting ']' in /var/www/drupal_7/modules/php/php.module(80) : eval()'d code on line 1
[09-Nov-2014 17:36:35 America/New_York] PHP Stack trace:
[09-Nov-2014 17:36:35 America/New_York] PHP   1. {main}() /var/www/drupal_7/index.php:0
[09-Nov-2014 17:36:35 America/New_York] PHP   2. drupal_bootstrap() /var/www/drupal_7/index.php:20
[09-Nov-2014 17:36:35 America/New_York] PHP   3. _drupal_bootstrap_full() /var/www/drupal_7/includes/bootstrap.inc:2267
[09-Nov-2014 17:36:35 America/New_York] PHP   4. menu_set_custom_theme() /var/www/drupal_7/includes/common.inc:5155
[09-Nov-2014 17:36:35 America/New_York] PHP   5. menu_get_custom_theme() /var/www/drupal_7/includes/menu.inc:1770
[09-Nov-2014 17:36:35 America/New_York] PHP   6. menu_get_item() /var/www/drupal_7/includes/menu.inc:1755
[09-Nov-2014 17:36:35 America/New_York] PHP   7. _menu_translate() /var/www/drupal_7/includes/menu.inc:472
[09-Nov-2014 17:36:35 America/New_York] PHP   8. _menu_check_access() /var/www/drupal_7/includes/menu.inc:790
[09-Nov-2014 17:36:35 America/New_York] PHP   9. call_user_func_array() /var/www/drupal_7/includes/menu.inc:637
[09-Nov-2014 17:36:35 America/New_York] PHP  10. php_eval() /var/www/drupal_7/includes/menu.inc:637
[10-Nov-2014 05:06:45 America/New_York] PHP Parse error:  syntax error, unexpected 'dc96a40c7a6715' (T_STRING), expecting ']' in /var/www/drupal_7/modules/php/php.module(80) : eval()'d code on line 1
[10-Nov-2014 05:06:46 America/New_York] PHP Stack trace:
[10-Nov-2014 05:06:46 America/New_York] PHP   1. {main}() /var/www/drupal_7/index.php:0
[10-Nov-2014 05:06:46 America/New_York] PHP   2. drupal_bootstrap() /var/www/drupal_7/index.php:20
[10-Nov-2014 05:06:46 America/New_York] PHP   3. _drupal_bootstrap_full() /var/www/drupal_7/includes/bootstrap.inc:2267
[10-Nov-2014 05:06:46 America/New_York] PHP   4. menu_set_custom_theme() /var/www/drupal_7/includes/common.inc:5155
[10-Nov-2014 05:06:46 America/New_York] PHP   5. menu_get_custom_theme() /var/www/drupal_7/includes/menu.inc:1770
[10-Nov-2014 05:06:46 America/New_York] PHP   6. menu_get_item() /var/www/drupal_7/includes/menu.inc:1755
[10-Nov-2014 05:06:46 America/New_York] PHP   7. _menu_translate() /var/www/drupal_7/includes/menu.inc:472
[10-Nov-2014 05:06:46 America/New_York] PHP   8. _menu_check_access() /var/www/drupal_7/includes/menu.inc:790
[10-Nov-2014 05:06:46 America/New_York] PHP   9. call_user_func_array() /var/www/drupal_7/includes/menu.inc:637
[10-Nov-2014 05:06:46 America/New_York] PHP  10. php_eval() /var/www/drupal_7/includes/menu.inc:637
[10-Nov-2014 05:09:07 America/New_York] PHP Parse error:  syntax error, unexpected 'dc96a40c7a6715' (T_STRING), expecting ']' in /var/www/drupal_7/modules/php/php.module(80) : eval()'d code on line 1
[10-Nov-2014 05:09:07 America/New_York] PHP Stack trace:
[10-Nov-2014 05:09:07 America/New_York] PHP   1. {main}() /var/www/drupal_7/index.php:0
[10-Nov-2014 05:09:07 America/New_York] PHP   2. menu_execute_active_handler() /var/www/drupal_7/index.php:21
[10-Nov-2014 05:09:07 America/New_York] PHP   3. drupal_deliver_page() /var/www/drupal_7/includes/menu.inc:532
[10-Nov-2014 05:09:07 America/New_York] PHP   4. drupal_deliver_html_page() /var/www/drupal_7/includes/common.inc:2557
[10-Nov-2014 05:09:07 America/New_York] PHP   5. drupal_render_page() /var/www/drupal_7/includes/common.inc:2669
[10-Nov-2014 05:09:07 America/New_York] PHP   6. drupal_render() /var/www/drupal_7/includes/common.inc:5760
[10-Nov-2014 05:09:07 America/New_York] PHP   7. theme() /var/www/drupal_7/includes/common.inc:5898
[10-Nov-2014 05:09:07 America/New_York] PHP   8. template_process_page() /var/www/drupal_7/includes/theme.inc:1122
[10-Nov-2014 05:09:07 America/New_York] PHP   9. drupal_get_breadcrumb() /var/www/drupal_7/includes/theme.inc:2602
[10-Nov-2014 05:09:07 America/New_York] PHP  10. menu_get_active_breadcrumb() /var/www/drupal_7/includes/common.inc:259
[10-Nov-2014 05:09:07 America/New_York] PHP  11. menu_get_active_trail() /var/www/drupal_7/includes/menu.inc:2572
[10-Nov-2014 05:09:07 America/New_York] PHP  12. menu_set_active_trail() /var/www/drupal_7/includes/menu.inc:2554
[10-Nov-2014 05:09:07 America/New_York] PHP  13. menu_link_get_preferred() /var/www/drupal_7/includes/menu.inc:2385
[10-Nov-2014 05:09:07 America/New_York] PHP  14. menu_get_item() /var/www/drupal_7/includes/menu.inc:2476
[10-Nov-2014 05:09:07 America/New_York] PHP  15. _menu_translate() /var/www/drupal_7/includes/menu.inc:472
[10-Nov-2014 05:09:07 America/New_York] PHP  16. _menu_check_access() /var/www/drupal_7/includes/menu.inc:790
[10-Nov-2014 05:09:07 America/New_York] PHP  17. call_user_func_array() /var/www/drupal_7/includes/menu.inc:637
[10-Nov-2014 05:09:07 America/New_York] PHP  18. php_eval() /var/www/drupal_7/includes/menu.inc:637
[10-Nov-2014 22:27:52 America/New_York] PHP Parse error:  syntax error, unexpected 'dc96a40c7a6715' (T_STRING), expecting ']' in /var/www/drupal_7/modules/php/php.module(80) : eval()'d code on line 1
[10-Nov-2014 22:27:52 America/New_York] PHP Stack trace:
[10-Nov-2014 22:27:52 America/New_York] PHP   1. {main}() /var/www/drupal_7/index.php:0
[10-Nov-2014 22:27:52 America/New_York] PHP   2. drupal_bootstrap() /var/www/drupal_7/index.php:20
[10-Nov-2014 22:27:52 America/New_York] PHP   3. _drupal_bootstrap_full() /var/www/drupal_7/includes/bootstrap.inc:2267
[10-Nov-2014 22:27:52 America/New_York] PHP   4. menu_set_custom_theme() /var/www/drupal_7/includes/common.inc:5155
